Date,Open,High,Low,Close,Volume,ExDividend,SplitRatio,AdjOpen,AdjHigh,AdjLow,AdjClose,AdjVolume
2018-03-27,156.31,162.85,150.75,152.19,76787884.0,0.0,1.0,156.31,162.85,150.75,152.19,76787884.0
2018-03-26,160.82,161.1,149.02,160.06,125438294.0,0.0,1.0,160.82,161.1,149.02,160.06,125438294.0
2018-03-23,165.44,167.1,159.02,159.39,52306891.0,0.0,1.0,165.44,167.1,159.02,159.39,52306891.0
2018-03-22,166.13,170.27,163.72,164.89,73389988.0,0.0,1.0,166.13,170.27,163.72,164.89,73389988.0
2018-03-21,164.8,173.4,163.3,169.39,105350867.0,0.0,1.0,164.8,173.4,163.3,169.39,105350867.0
2018-03-20,167.47,170.2,161.95,168.15,128925534.0,0.0,1.0,167.47,170.2,161.95,168.15,128925534.0
2018-03-19,177.01,177.17,170.06,172.56,86897749.0,0.0,1.0,177.01,177.17,170.06,172.56,86897749.0
2018-03-16,184.49,185.33,183.41,185.09,23090480.0,0.0,1.0,184.49,185.33,183.41,185.09,23090480.0
2018-03-15,183.24,184.0,182.19,183.86,15461869.0,0.0,1.0,183.24,184.0,182.19,183.86,15461869.0
2018-03-14,182.6,184.25,181.85,184.19,16426843.0,0.0,1.0,182.6,184.25,181.85,184.19,16426843.0
2018-03-13,185.61,185.99,181.11,181.88,17742312.0,0.0,1.0,185.61,185.99,181.11,181.88,17742312.0
2018-03-12,185.23,186.1,184.22,184.76,14873538.0,0.0,1.0,185.23,186.1,184.22,184.76,14873538.0
2018-03-09,183.91,185.51,183.21,185.23,17952177.0,0.0,1.0,183.91,185.51,183.21,185.23,17952177.0
2018-03-08,183.56,184.4,181.45,182.34,15336555.0,0.0,1.0,183.56,184.4,181.45,182.34,15336555.0
2018-03-07,178.74,183.82,178.07,183.71,19097293.0,0.0,1.0,178.74,183.82,178.07,183.71,19097293.0
2018-03-06,181.78,182.38,179.11,179.78,15086784.0,0.0,1.0,181.78,182.38,179.11,179.78,15086784.0
2018-03-05,176.2,181.1475,175.89,180.4,16189280.0,0.0,1.0,176.2,181.1475,175.89,180.4,16189280.0
2018-03-02,173.29,177.11,172.99,176.62,20025905.0,0.0,1.0,173.29,177.11,172.99,176.62,20025905.0
2018-03-01,179.01,180.12,174.41,175.94,23201626.0,0.0,1.0,179.01,180.12,174.41,175.94,23201626.0
2018-02-28,182.3,182.88,178.14,178.32,18208084.0,0.0,1.0,182.3,182.88,178.14,178.32,18208084.0
2018-02-27,184.45,184.7,181.46,181.46,15649326.0,0.0,1.0,184.45,184.7,181.46,181.46,15649326.0
2018-02-26,184.58,185.66,183.2228,184.93,17418814.0,0.0,1.0,184.58,185.66,183.2228,184.93,17418814.0
2018-02-23,179.9,183.39,179.51,183.29,18621950.0,0.0,1.0,179.9,183.39,179.51,183.29,18621950.0
2018-02-22,178.7,180.21,177.41,178.99,17085490.0,0.0,1.0,178.7,180.21,177.41,178.99,17085490.0
2018-02-21,176.71,181.27,176.4,177.91,22844006.0,0.0,1.0,176.71,181.27,176.4,177.91,22844006.0
2018-02-20,175.77,177.95,175.11,176.01,20887317.0,0.0,1.0,175.77,177.95,175.11,176.01,20887317.0
2018-02-16,178.99,179.88,176.3,177.36,20475445.0,0.0,1.0,178.99,179.88,176.3,177.36,20475445.0
2018-02-15,180.5,180.5,176.84,179.96,20554092.0,0.0,1.0,180.5,180.5,176.84,179.96,20554092.0
2018-02-14,173.45,179.81,173.2119,179.52,27963758.0,0.0,1.0,173.45,179.81,173.2119,179.52,27963758.0
2018-02-13,175.62,175.97,173.1,173.15,20880702.0,0.0,1.0,175.62,175.97,173.1,173.15,20880702.0
2018-02-12,177.06,177.545,171.84,176.41,31697374.0,0.0,1.0,177.06,177.545,171.84,176.41,31697374.0
2018-02-09,174.76,176.9,167.18,175.98,37214470.0,0.0,1.0,174.76,176.9,167.18,175.98,37214470.0
2018-02-08,181.01,181.84,171.4815,171.5499,35672214.0,0.0,1.0,181.01,181.84,171.4815,171.5499,35672214.0
2018-02-07,184.15,185.0817,179.95,180.18,26891282.0,0.0,1.0,184.15,185.0817,179.95,180.18,26891282.0
2018-02-06,178.57,185.77,177.74,185.31,36829710.0,0.0,1.0,178.57,185.77,177.74,185.31,36829710.0
2018-02-05,186.93,190.61,180.61,182.65,29852293.0,0.0,1.0,186.93,190.61,180.61,182.65,29852293.0
