,Date,Predicted Close,Actual Close,% error
112,2017-12-19,173.03,179.51,-3.61
113,2017-12-20,172.03,177.89,-3.29
114,2017-12-21,170.8,177.45,-3.75
115,2017-12-22,170.46,177.2,-3.8
116,2017-12-26,170.27,175.99,-3.25
117,2017-12-27,169.34,177.62,-4.66
118,2017-12-28,170.59,177.92,-4.12
119,2017-12-29,170.82,176.46,-3.19
120,2018-01-02,169.7,181.42,-6.46
121,2018-01-03,173.48,184.67,-6.06
122,2018-01-04,175.92,184.33,-4.56
123,2018-01-05,175.67,186.85,-5.99
124,2018-01-08,177.54,188.28,-5.7
125,2018-01-09,178.6,187.87,-4.94
126,2018-01-10,178.29,187.84,-5.08
127,2018-01-11,178.27,187.77,-5.06
128,2018-01-12,178.22,179.37,-0.64
129,2018-01-16,171.93,178.39,-3.62
130,2018-01-17,171.18,177.6,-3.61
131,2018-01-18,170.58,179.8,-5.13
132,2018-01-19,172.25,181.29,-4.98
133,2018-01-22,173.38,185.37,-6.47
134,2018-01-23,176.44,189.35,-6.82
135,2018-01-24,179.39,186.55,-3.84
136,2018-01-25,177.32,187.48,-5.42
137,2018-01-26,178.01,190.0,-6.31
138,2018-01-29,179.86,185.98,-3.29
139,2018-01-30,176.9,187.12,-5.46
140,2018-01-31,177.74,186.89,-4.9
141,2018-02-01,177.57,193.09,-8.04
142,2018-02-02,182.12,190.28,-4.29
143,2018-02-05,180.07,182.65,-1.41
144,2018-02-06,174.41,185.31,-5.88
145,2018-02-07,176.4,180.18,-2.1
146,2018-02-08,172.54,171.55,0.58
147,2018-02-09,165.9,175.98,-5.73
148,2018-02-12,169.34,176.41,-4.01
149,2018-02-13,169.67,173.15,-2.01
150,2018-02-14,167.15,179.52,-6.89
151,2018-02-15,172.04,179.96,-4.4
152,2018-02-16,172.38,177.36,-2.81
153,2018-02-20,170.39,176.01,-3.19
154,2018-02-21,169.36,177.91,-4.81
155,2018-02-22,170.82,178.99,-4.57
156,2018-02-23,171.64,183.29,-6.36
157,2018-02-26,174.89,184.93,-5.43
158,2018-02-27,176.11,181.46,-2.95
159,2018-02-28,173.51,178.32,-2.7
160,2018-03-01,171.13,175.94,-2.73
161,2018-03-02,169.3,176.62,-4.14
162,2018-03-05,169.83,180.4,-5.86
163,2018-03-06,172.71,179.78,-3.93
164,2018-03-07,172.24,183.71,-6.24
165,2018-03-08,175.2,182.34,-3.91
166,2018-03-09,174.17,185.23,-5.97
167,2018-03-12,176.34,184.76,-4.56
168,2018-03-13,175.99,181.88,-3.24
169,2018-03-14,173.83,184.19,-5.63
170,2018-03-15,175.56,183.86,-4.51
171,2018-03-16,175.31,185.09,-5.28
172,2018-03-19,176.23,172.56,2.13
173,2018-03-20,166.69,168.15,-0.87
174,2018-03-21,163.22,169.39,-3.64
175,2018-03-22,164.2,164.89,-0.42
176,2018-03-23,160.62,159.39,0.77
177,2018-03-26,156.16,160.06,-2.43
178,2018-03-27,156.71,152.19,2.97
