,Date,Predicted Close,Actual Close,% error
112,2017-12-19,172.07,174.97,-1.66
113,2017-12-20,170.54,174.25,-2.13
114,2017-12-21,169.92,174.56,-2.66
115,2017-12-22,170.19,175.0,-2.75
116,2017-12-26,170.57,174.44,-2.22
117,2017-12-27,170.09,175.36,-3.01
118,2017-12-28,170.88,175.55,-2.66
119,2017-12-29,171.04,175.24,-2.4
120,2018-01-02,170.77,177.7,-3.9
121,2018-01-03,172.88,181.04,-4.51
122,2018-01-04,175.72,183.22,-4.1
123,2018-01-05,177.55,185.34,-4.2
124,2018-01-08,179.33,185.04,-3.08
125,2018-01-09,179.08,186.7,-4.08
126,2018-01-10,180.47,187.11,-3.55
127,2018-01-11,180.81,188.92,-4.29
128,2018-01-12,182.31,195.05,-6.53
129,2018-01-16,187.34,192.46,-2.66
130,2018-01-17,185.22,196.49,-5.73
131,2018-01-18,188.51,196.2,-3.92
132,2018-01-19,188.27,195.73,-3.81
133,2018-01-22,187.89,197.84,-5.03
134,2018-01-23,189.6,200.09,-5.24
135,2018-01-24,191.41,197.78,-3.22
136,2018-01-25,189.55,197.51,-4.03
137,2018-01-26,189.33,201.3,-5.94
138,2018-01-29,192.38,198.23,-2.95
139,2018-01-30,189.92,196.9,-3.55
140,2018-01-31,188.84,199.76,-5.47
141,2018-02-01,191.15,199.38,-4.13
142,2018-02-02,190.84,195.64,-2.45
143,2018-02-05,187.82,191.79,-2.07
144,2018-02-06,184.68,194.47,-5.04
145,2018-02-07,186.87,192.34,-2.85
146,2018-02-08,185.13,185.15,-0.01
147,2018-02-09,179.17,187.77,-4.58
148,2018-02-12,181.36,192.15,-5.62
149,2018-02-13,184.97,193.48,-4.4
150,2018-02-14,186.06,197.13,-5.62
151,2018-02-15,189.03,202.97,-6.87
152,2018-02-16,193.71,201.56,-3.89
153,2018-02-20,192.59,202.98,-5.12
154,2018-02-21,193.72,202.09,-4.14
155,2018-02-22,193.01,202.61,-4.74
156,2018-02-23,193.43,209.74,-7.78
157,2018-02-26,199.05,212.15,-6.18
158,2018-02-27,200.92,208.82,-3.78
159,2018-02-28,198.33,209.13,-5.16
160,2018-03-01,198.57,206.03,-3.62
161,2018-03-02,196.14,209.79,-6.51
162,2018-03-05,199.09,211.16,-5.72
163,2018-03-06,200.15,212.01,-5.59
164,2018-03-07,200.81,216.86,-7.4
165,2018-03-08,204.55,216.4,-5.48
166,2018-03-09,204.2,221.11,-7.65
167,2018-03-12,207.78,220.94,-5.96
168,2018-03-13,207.65,219.76,-5.51
169,2018-03-14,206.76,218.44,-5.35
170,2018-03-15,205.75,218.87,-5.99
171,2018-03-16,206.08,225.55,-8.63
172,2018-03-19,211.11,222.18,-4.98
173,2018-03-20,208.58,229.75,-9.21
174,2018-03-21,214.22,226.85,-5.57
175,2018-03-22,212.08,220.52,-3.83
176,2018-03-23,207.33,215.02,-3.58
177,2018-03-26,203.14,228.91,-11.26
178,2018-03-27,213.6,213.8,-0.09
