,Date,Predicted Close,Actual Close,% error
70,2017-10-18,1010.84,1012.74,-0.19
71,2017-10-19,1012.49,1001.84,1.06
72,2017-10-20,1002.11,1005.07,-0.29
73,2017-10-23,1005.19,985.54,1.99
74,2017-10-24,986.52,988.49,-0.2
75,2017-10-25,989.35,991.46,-0.21
76,2017-10-26,992.19,991.42,0.08
77,2017-10-27,992.15,1033.67,-4.02
78,2017-10-30,1032.33,1033.13,-0.08
79,2017-10-31,1031.82,1033.04,-0.12
80,2017-11-01,1031.74,1042.6,-1.04
81,2017-11-02,1040.76,1042.97,-0.21
82,2017-11-03,1041.11,1049.99,-0.85
83,2017-11-06,1047.71,1042.68,0.48
84,2017-11-07,1040.83,1052.39,-1.1
85,2017-11-09,1049.97,1047.72,0.21
86,2017-11-10,1045.58,1044.15,0.14
87,2017-11-13,1042.22,1041.2,0.1
88,2017-11-14,1039.44,1041.64,-0.21
89,2017-11-15,1039.85,1036.41,0.33
90,2017-11-16,1034.92,1048.47,-1.29
91,2017-11-17,1046.28,1035.89,1.0
92,2017-11-20,1034.43,1034.66,-0.02
93,2017-11-21,1033.27,1050.3,-1.62
94,2017-11-22,1048.0,1051.92,-0.37
95,2017-11-24,1049.52,1056.52,-0.66
96,2017-11-27,1053.84,1072.01,-1.69
97,2017-11-28,1068.33,1063.29,0.47
98,2017-11-29,1060.18,1037.38,2.2
99,2017-11-30,1035.84,1036.17,-0.03
100,2017-12-01,1034.69,1025.07,0.94
101,2017-12-04,1024.2,1011.87,1.22
102,2017-12-05,1011.67,1019.6,-0.78
103,2017-12-06,1019.01,1032.72,-1.33
104,2017-12-07,1031.44,1044.57,-1.26
105,2017-12-08,1042.61,1049.38,-0.64
106,2017-12-11,1047.14,1051.97,-0.46
107,2017-12-12,1049.57,1048.77,0.08
108,2017-12-13,1046.56,1051.39,-0.46
109,2017-12-14,1049.03,1057.47,-0.8
110,2017-12-15,1054.73,1072.0,-1.61
111,2017-12-18,1068.32,1085.09,-1.55
112,2017-12-19,1080.51,1079.78,0.07
113,2017-12-20,1075.57,1073.56,0.19
114,2017-12-21,1069.78,1070.85,-0.1
115,2017-12-22,1067.25,1068.86,-0.15
116,2017-12-26,1065.39,1065.85,-0.04
117,2017-12-27,1062.58,1060.2,0.22
118,2017-12-28,1057.29,1055.95,0.13
119,2017-12-29,1053.31,1053.4,-0.01
120,2018-01-02,1050.91,1073.21,-2.08
121,2018-01-03,1069.45,1091.52,-2.02
122,2018-01-04,1086.48,1095.76,-0.85
123,2018-01-05,1090.4,1110.29,-1.79
124,2018-01-08,1103.82,1114.21,-0.93
125,2018-01-09,1107.43,1112.79,-0.48
126,2018-01-10,1106.12,1110.14,-0.36
127,2018-01-11,1103.68,1111.88,-0.74
128,2018-01-12,1105.29,1130.65,-2.24
129,2018-01-16,1122.51,1130.7,-0.72
130,2018-01-17,1122.56,1139.1,-1.45
131,2018-01-18,1130.23,1135.97,-0.51
132,2018-01-19,1127.37,1143.5,-1.41
133,2018-01-22,1134.24,1164.16,-2.57
134,2018-01-23,1152.99,1176.17,-1.97
135,2018-01-24,1163.83,1171.29,-0.64
136,2018-01-25,1159.43,1182.14,-1.92
137,2018-01-26,1169.2,1187.56,-1.55
138,2018-01-29,1174.07,1186.48,-1.05
139,2018-01-30,1173.1,1177.37,-0.36
140,2018-01-31,1164.91,1182.22,-1.46
141,2018-02-01,1169.27,1181.59,-1.04
142,2018-02-02,1168.71,1119.2,4.42
143,2018-02-05,1112.02,1068.76,4.05
144,2018-02-06,1065.3,1084.43,-1.76
145,2018-02-07,1079.9,1055.41,2.32
146,2018-02-08,1052.8,1005.6,4.69
147,2018-02-09,1005.7,1043.43,-3.62
148,2018-02-12,1041.54,1054.56,-1.23
149,2018-02-13,1052.0,1054.14,-0.2
150,2018-02-14,1051.61,1072.7,-1.97
151,2018-02-15,1068.97,1091.36,-2.05
152,2018-02-16,1086.33,1095.5,-0.84
153,2018-02-20,1090.16,1103.59,-1.22
154,2018-02-21,1097.64,1113.75,-1.45
155,2018-02-22,1107.01,1109.9,-0.26
156,2018-02-23,1103.46,1128.09,-2.18
157,2018-02-26,1120.17,1143.7,-2.06
158,2018-02-27,1134.42,1117.51,1.51
159,2018-02-28,1110.46,1103.92,0.59
160,2018-03-01,1097.95,1071.41,2.48
161,2018-03-02,1067.77,1084.14,-1.51
162,2018-03-05,1079.63,1094.76,-1.38
163,2018-03-06,1089.48,1100.9,-1.04
164,2018-03-07,1095.16,1115.04,-1.78
165,2018-03-08,1108.19,1129.38,-1.88
166,2018-03-09,1121.35,1160.84,-3.4
167,2018-03-12,1149.99,1165.93,-1.37
168,2018-03-13,1154.59,1139.91,1.29
169,2018-03-14,1130.97,1148.89,-1.56
170,2018-03-15,1139.15,1150.61,-1.0
171,2018-03-16,1140.71,1134.42,0.55
172,2018-03-19,1125.96,1100.07,2.35
173,2018-03-20,1094.39,1095.8,-0.13
174,2018-03-21,1090.44,1094.0,-0.33
175,2018-03-22,1088.77,1053.15,3.38
176,2018-03-23,1050.68,1026.55,2.35
177,2018-03-26,1025.6,1054.09,-2.7
178,2018-03-27,1051.56,1006.94,4.43
