,Date,Predicted Close,Actual Close,% error
128,2018-01-12,200.57,200.51,0.03
129,2018-01-16,197.52,201.69,-2.07
130,2018-01-17,198.57,204.25,-2.78
131,2018-01-18,200.83,202.96,-1.05
132,2018-01-19,199.69,207.27,-3.66
133,2018-01-22,203.47,205.99,-1.22
134,2018-01-23,202.35,206.36,-1.94
135,2018-01-24,202.68,205.51,-1.38
136,2018-01-25,201.93,204.43,-1.22
137,2018-01-26,200.98,206.94,-2.88
138,2018-01-29,203.18,202.06,0.56
139,2018-01-30,198.89,203.1,-2.07
140,2018-01-31,199.81,202.52,-1.34
141,2018-02-01,199.3,202.84,-1.74
142,2018-02-02,199.58,199.24,0.17
143,2018-02-05,196.39,186.65,5.22
144,2018-02-06,185.03,184.56,0.26
145,2018-02-07,183.12,187.61,-2.39
146,2018-02-08,185.91,183.42,1.36
147,2018-02-09,182.07,181.87,0.11
148,2018-02-12,180.64,180.97,-0.18
149,2018-02-13,179.81,183.41,-1.96
150,2018-02-14,182.06,183.79,-0.94
151,2018-02-15,182.41,189.02,-3.5
152,2018-02-16,187.2,190.69,-1.83
153,2018-02-20,188.71,185.73,1.61
154,2018-02-21,184.19,183.52,0.37
155,2018-02-22,182.16,183.04,-0.48
156,2018-02-23,181.72,182.17,-0.25
157,2018-02-26,180.92,185.62,-2.53
158,2018-02-27,184.09,182.2,1.04
159,2018-02-28,180.95,186.61,-3.04
160,2018-03-01,185.0,185.51,-0.28
161,2018-03-02,183.99,191.2,-3.77
162,2018-03-05,189.18,186.0,1.71
163,2018-03-06,184.44,188.78,-2.3
164,2018-03-07,186.98,185.31,0.9
165,2018-03-08,183.81,188.81,-2.65
166,2018-03-09,187.01,187.86,-0.45
167,2018-03-12,186.14,187.48,-0.71
168,2018-03-13,185.79,186.49,-0.37
169,2018-03-14,184.89,183.91,0.53
170,2018-03-15,182.52,179.5,1.68
171,2018-03-16,178.45,182.44,-2.19
172,2018-03-19,181.17,179.35,1.01
173,2018-03-20,178.31,179.1,-0.44
174,2018-03-21,178.07,176.5,0.89
175,2018-03-22,175.65,175.67,-0.01
176,2018-03-23,174.88,169.59,3.12
177,2018-03-26,169.16,173.56,-2.54
178,2018-03-27,172.9,172.55,0.2
