,Date,Predicted Close,Actual Close,% error
83,2017-11-06,175.03,180.17,-2.85
84,2017-11-07,176.08,180.25,-2.31
85,2017-11-09,176.15,179.3,-1.76
86,2017-11-10,175.35,178.46,-1.74
87,2017-11-13,174.64,178.77,-2.31
88,2017-11-14,174.91,178.07,-1.78
89,2017-11-15,174.32,177.95,-2.04
90,2017-11-16,174.21,179.59,-2.99
91,2017-11-17,175.59,179.0,-1.9
92,2017-11-20,175.1,178.74,-2.04
93,2017-11-21,174.88,181.86,-3.84
94,2017-11-22,177.49,180.87,-1.87
95,2017-11-24,176.66,182.78,-3.35
96,2017-11-27,178.25,183.03,-2.61
97,2017-11-28,178.46,182.42,-2.17
98,2017-11-29,177.95,175.13,1.61
99,2017-11-30,171.83,177.18,-3.02
100,2017-12-01,173.57,175.1,-0.88
101,2017-12-04,171.8,171.47,0.19
102,2017-12-05,168.69,172.83,-2.39
103,2017-12-06,169.86,176.06,-3.52
104,2017-12-07,172.62,180.14,-4.18
105,2017-12-08,176.05,179.0,-1.65
106,2017-12-11,175.1,179.04,-2.2
107,2017-12-12,175.13,176.96,-1.03
108,2017-12-13,173.38,178.3,-2.76
109,2017-12-14,174.51,178.39,-2.18
110,2017-12-15,174.59,180.18,-3.1
111,2017-12-18,176.09,180.82,-2.62
112,2017-12-19,176.62,179.51,-1.61
113,2017-12-20,175.53,177.89,-1.33
114,2017-12-21,174.16,177.45,-1.85
115,2017-12-22,173.79,177.2,-1.92
116,2017-12-26,173.58,175.99,-1.37
117,2017-12-27,172.56,177.62,-2.85
118,2017-12-28,173.94,177.92,-2.24
119,2017-12-29,174.19,176.46,-1.29
120,2018-01-02,172.96,181.42,-4.67
121,2018-01-03,177.12,184.67,-4.09
122,2018-01-04,179.81,184.33,-2.45
123,2018-01-05,179.53,186.85,-3.92
124,2018-01-08,181.6,188.28,-3.55
125,2018-01-09,182.77,187.87,-2.72
126,2018-01-10,182.43,187.84,-2.88
127,2018-01-11,182.41,187.77,-2.85
128,2018-01-12,182.35,179.37,1.66
129,2018-01-16,175.41,178.39,-1.67
130,2018-01-17,174.59,177.6,-1.7
131,2018-01-18,173.92,179.8,-3.27
132,2018-01-19,175.77,181.29,-3.05
133,2018-01-22,177.01,185.37,-4.51
134,2018-01-23,180.39,189.35,-4.73
135,2018-01-24,183.64,186.55,-1.56
136,2018-01-25,181.36,187.48,-3.27
137,2018-01-26,182.12,190.0,-4.15
138,2018-01-29,184.16,185.98,-0.98
139,2018-01-30,180.89,187.12,-3.33
140,2018-01-31,181.82,186.89,-2.71
141,2018-02-01,181.64,193.09,-5.93
142,2018-02-02,186.65,190.28,-1.91
143,2018-02-05,184.39,182.65,0.95
144,2018-02-06,178.14,185.31,-3.87
145,2018-02-07,180.34,180.18,0.09
146,2018-02-08,176.09,171.55,2.64
147,2018-02-09,168.76,175.98,-4.1
148,2018-02-12,172.55,176.41,-2.19
149,2018-02-13,172.91,173.15,-0.14
150,2018-02-14,170.14,179.52,-5.23
151,2018-02-15,175.53,179.96,-2.46
152,2018-02-16,175.9,177.36,-0.82
153,2018-02-20,173.72,176.01,-1.3
154,2018-02-21,172.57,177.91,-3.0
155,2018-02-22,174.18,178.99,-2.69
156,2018-02-23,175.09,183.29,-4.47
157,2018-02-26,178.67,184.93,-3.38
158,2018-02-27,180.03,181.46,-0.79
159,2018-02-28,177.16,178.32,-0.65
160,2018-03-01,174.53,175.94,-0.8
161,2018-03-02,172.52,176.62,-2.32
162,2018-03-05,173.09,180.4,-4.05
163,2018-03-06,176.27,179.78,-1.95
164,2018-03-07,175.75,183.71,-4.33
165,2018-03-08,179.02,182.34,-1.82
166,2018-03-09,177.89,185.23,-3.96
167,2018-03-12,180.27,184.76,-2.43
168,2018-03-13,179.89,181.88,-1.1
169,2018-03-14,177.5,184.19,-3.63
170,2018-03-15,179.42,183.86,-2.42
171,2018-03-16,179.15,185.09,-3.21
172,2018-03-19,180.16,172.56,4.4
173,2018-03-20,169.63,168.15,0.88
174,2018-03-21,165.82,169.39,-2.11
175,2018-03-22,166.89,164.89,1.22
176,2018-03-23,162.96,159.39,2.24
177,2018-03-26,158.07,160.06,-1.24
178,2018-03-27,158.67,152.19,4.26
